Date,Close,High,Low,Open,Volume,Log Return,HV20,HV60
2026-03-18,657.9335327148438,666.1796881508768,657.6948111200146,664.8268919718373,82062600,-0.014051911808400095,0.12929235791505525,0.11866060092188319
2026-03-19,656.3121337890625,659.4753162945015,651.7066041735543,653.497076818377,111272500,-0.0024674226283852175,0.12927966249918385,0.11712078244075164
2026-03-20,646.9034423828125,655.0025723674255,643.063298812559,654.8230422006715,163617500,-0.01443944509538709,0.13200355573427214,0.11967249484879172
2026-03-23,653.6959228515625,660.9173090129275,652.2596206790361,656.3790129905765,134802700,0.010445249178190171,0.13708952004267186,0.12140642807370927
2026-03-24,651.5015869140625,655.3417305137531,648.2100787416998,649.6463809650626,96457500,-0.0033624612191459923,0.1328291937296276,0.12118980964416377
2026-03-25,655.1322021484375,659.1917509309695,652.5588148295345,656.9774239230809,90653800,0.005557218263225205,0.13011214823942266,0.12189741099250893
2026-03-26,643.432373046875,653.1672421520028,643.1630473705688,650.3844333840033,96494400,-0.018020121487025215,0.14098870437852748,0.1268066950245892
2026-03-27,632.4606323242188,641.0085567819559,631.4831091918358,640.8489947137006,103649400,-0.017198951843375027,0.14949242479400687,0.13106881677840035
2026-03-30,630.3460693359375,638.7245091624994,627.6630399662237,638.4651675144013,99275900,-0.0033489923071651985,0.14861930436287,0.13051670769889545
2026-03-31,648.6688842773438,649.865752001465,636.3405988140365,637.2981538716512,152534100,0.028653407820692582,0.18702220995556287,0.14406898254256442
2026-04-01,653.5562744140625,656.8278752918841,651.3220400966815,652.219751792706,97841500,0.007506248903134024,0.18733816656886787,0.1442706279730068
2026-04-02,654.144775390625,656.5086804928782,643.4522901873171,644.7589215344626,68358700,0.0009000543608632609,0.18714785150150035,0.14364125572429265
2026-04-06,657.23681640625,658.0247645183308,653.8356054757206,654.1746977251443,39105800,0.00471570863127598,0.18340764121137287,0.14400035350214502
2026-04-07,657.5260009765625,657.9150134208243,649.386996170508,654.9626585699763,69980400,0.00043990379276420265,0.17998477047215658,0.14401443661050373
2026-04-08,674.27294921875,675.3402070755335,669.734652974974,674.6519776493207,93606100,0.02515068962018007,0.202951576389248,0.1527852240976031
2026-04-09,678.162841796875,679.4096297331154,672.0386657215836,673.1059235004034,57134400,0.005752440641581351,0.20387608264075158,0.15325461076584837
2026-04-10,677.7140502929688,680.2774536083281,676.7066358948267,679.5692561407437,42253500,-0.000661994496571573,0.19536717068848367,0.15321657679100306
2026-04-13,684.3369750976562,684.536473353906,674.8414790590384,675.669302461078,54185800,0.00972500571340668,0.19589662571683966,0.15426625063811747
2026-04-14,692.675537109375,692.7952238870419,685.8929616905456,685.9229138241225,63480500,0.012111239170364246,0.19712517760903833,0.15617728079333426
2026-04-15,698.1414184570312,698.480571570673,692.4161778504387,693.4734516118131,58240400,0.007859998349511583,0.19821751457119255,0.156969695321841
2026-04-16,699.8569946289062,700.9741726960574,696.7350934539525,699.2585607342904,49972400,0.0024543333053888188,0.18862534268726644,0.1509067632442034
2026-04-17,708.3152465820312,710.5594650064761,703.9464965121796,704.3255249385737,70661900,0.012013237341879625,0.18996692942654606,0.15107594514352707
2026-04-20,706.8988037109375,708.0857482546458,704.3254772575062,706.9587079747221,43546800,-0.0020017372548961723,0.1789266997939391,0.1508662912238947
2026-04-21,702.2708129882812,709.4523240430285,700.8345107773317,708.4548936431559,58941400,-0.006568417750443915,0.1815194791098291,0.15156351581333447
2026-04-22,709.3825073242188,709.6218808832724,706.4001392457644,707.3278031045794,42518500,0.010075780503951338,0.18096569166031656,0.1525666624546752
2026-04-23,706.6295776367188,710.5295037064266,700.4754491270062,707.6768673789517,56174000,-0.0038882904816336587,0.18315740666172525,0.1526491449152384
2026-04-24,712.10546875,712.6340752101273,707.1881441382454,708.9236633096505,45182000,0.00771943756437638,0.16433953470958923,0.15338934457191786
2026-04-27,713.332275390625,713.7911152864904,710.4696550399041,711.3374146094498,33135900,0.0017213055408080294,0.14262295369025652,0.15332254088327166
2026-04-28,709.8612060546875,711.0481506026886,707.4274735730012,709.9908768700561,43117400,-0.0048778697536611924,0.14405061536086086,0.1535574012296612
2026-04-29,709.7515258789062,710.3699278433978,706.5497524472755,709.1729992133655,41859200,-0.0001545212627813887,0.11768786288337922,0.1532825069118037
2026-04-30,716.8132934570312,717.9403946619685,708.6244289610544,712.7936806635566,67240900,0.009900461815238022,0.11880071105643826,0.1533453951701217
2026-05-01,718.7982177734375,723.0073446973263,718.6186267345964,719.3966516418469,43049800,0.002765268411019866,0.11820924108397872,0.15295352085336444
2026-05-04,716.1649780273438,720.2644021704073,713.152718877996,718.2196821209096,51950600,-0.003670118801040342,0.121896642408499,0.15068676810040876
2026-05-05,721.9102172851562,723.1769124909786,719.6360467603954,719.9153564929043,36933200,0.007990221711526798,0.12167709540199344,0.14670791709177602
2026-05-06,731.9443359375,732.7023927493656,725.9497697512824,726.288861980811,53288900,0.013803688898871048,0.1013079559206962,0.14889239844932903
2026-05-07,729.7001342773438,734.238430329629,727.8748196364371,733.161188473549,51724600,-0.003070792479857851,0.10420301174773659,0.14893964775347143
2026-05-08,735.724609375,736.1834492768152,732.6824588199246,733.0415191543954,47227100,0.008222201875465084,0.10408498801025924,0.1496544042142386
2026-05-11,737.4002685546875,738.8864300819614,734.5576163199453,734.5576163199453,44024000,0.002274973327095926,0.10209156058154031,0.14557211130520914
2026-05-12,736.2831420898438,736.9414802248905,729.9494836014034,734.9964788307154,54185300,-0.0015161013155970994,0.09866275298472886,0.14568902180865778
2026-05-13,740.4025268554688,741.9983910774667,733.5800764180441,736.5723674930287,44200200,0.0055792448425891535,0.09751429449563621,0.14594371067105721
2026-05-14,746.2474975585938,747.6040491923611,741.649357949993,741.7391534739264,45307600,0.007863317827570018,0.0990363179445105,0.14635708106304177
2026-05-15,737.2706298828125,741.5496453663399,736.0637780312098,739.8838927249178,60410800,-0.012102281834028297,0.10725592460268236,0.14876081738402003
2026-05-18,736.751953125,739.5147938000424,731.5054597381557,737.9289136337939,47843900,-0.0007037568965346505,0.10671066329326158,0.1483081239175737
2026-05-19,731.8446044921875,735.7545755811656,729.650306265128,732.8919551385734,54255900,-0.006683070135583305,0.10683444128112796,0.1473046184465624
2026-05-20,739.3452758789062,739.9636778498481,732.0042028263388,733.8195334397973,45768000,0.010196829759483024,0.10695565990199507,0.14794067957081766
2026-05-21,740.8114624023438,742.9559620700644,735.1361419849363,736.7419902854853,43332200,0.001981123978379707,0.10462383174255335,0.14720803853747486
2026-05-22,743.7239990234375,747.015507083493,742.566945697205,744.3224328967863,41762000,0.003923840734942977,0.1028992838034082,0.14662876053338963
2026-05-26,748.6613159179688,750.1973368284331,746.4469887578754,748.0827892360243,41123600,0.006616702614766452,0.10407530442188798,0.14644600544949402
2026-05-27,748.5316162109375,749.4492351039673,746.2973210478585,748.9505199197505,42106300,-0.00017325717290322425,0.10099595385586992,0.14647502247916724
2026-05-28,752.6609497070312,753.2095851254732,747.3047533704411,748.3221518516883,41562600,0.005501418012009892,0.1009066727601495,0.14507503423497642
2026-05-29,754.5361328125,756.1320579864754,752.7507543048832,753.9576670103595,55075700,0.0024883063996868804,0.09749292769678378,0.14466993299054462
2026-06-01,756.5908203125,758.3264003155792,752.7507376917755,753.4189990020213,43634900,0.0027194125046700462,0.09749181041057595,0.1438821973916297
2026-06-02,757.6182250976562,758.4461093852723,754.805464031348,755.0847737682097,31581900,0.0013570186308611517,0.09482619370827686,0.14043956085968032
2026-06-03,752.3018798828125,756.8501599793441,751.6336185743088,756.2018667594974,51402500,-0.007041918531282929,0.09886832721310691,0.14096894349039873
2026-06-04,755.1445922851562,756.3614281257201,749.5389775481502,750.1673635570705,49923000,0.0037715644628917525,0.08898522449905162,0.14084205673943845
2026-06-05,735.65478515625,750.8855669656407,733.6400171295905,750.3768677170906,93989400,-0.026148277086187284,0.1321502592362009,0.15202291924336103
2026-06-08,737.3204345703125,743.4247643242134,736.2931129658897,741.4498108327123,49319100,0.002261613232488794,0.12913392411652438,0.14794367662193694
2026-06-09,735.1560668945312,744.9807928982774,720.7332622187009,741.7191759970133,87683500,-0.002939767435847424,0.12930004758186775,0.14745993105346653
2026-06-10,723.56591796875,736.4826536495077,723.4661992814284,731.5054857614351,60341300,-0.015891160823072677,0.14086233712201787,0.15080850395699244
2026-06-11,735.8642578125,738.0984921563339,722.5485255148498,726.8873842592473,86330500,0.016854017638559635,0.15288260254911815,0.1540880298937847
2026-06-12,739.843994140625,742.5270843334097,733.1412911200548,738.8066884479139,57079500,0.005393675844766619,0.15137592385173237,0.15075170524317333
2026-06-15,752.890380859375,754.7356026867302,749.8282623277308,749.9179969688896,60176400,0.017480295410686308,0.15742478710718658,0.1537648189880063
2026-06-16,748.4019775390625,753.4988323298886,747.9531216783239,752.6111046530555,67093100,-0.005979403902405487,0.15930609436243667,0.15078244786275027
2026-06-17,739.0560302734375,750.217278570044,737.3204502885575,749.3594421826946,85945200,-0.012566499634242041,0.16425590096473897,0.15291708145101088
2026-06-18,746.739990234375,748.22998046875,743.8599853515625,747.760009765625,80875700,0.010343315448328203,0.16437149502039952,0.15342565165816396
2026-06-22,744.3900146484375,750.1799926757812,743.1300048828125,747.7000122070312,46628100,-0.0031519418478261887,0.16476643869166355,0.15366760776088012
2026-06-23,733.5800170898438,739.6300048828125,732.2999877929688,733.8099975585938,66846800,-0.014628429664887565,0.17225647865045474,0.15191534488928993
2026-06-24,733.239990234375,739.9500122070312,730.8400268554688,735.1699829101562,57439500,-0.00046362452088405214,0.17009486574935057,0.14657218584147982
2026-06-25,734.2999877929688,739.3699951171875,729.5999755859375,738.9099731445312,53934400,0.001444591300819105,0.1703011128766026,0.1460885726626582
2026-06-26,728.989990234375,736.530029296875,716.5800170898438,728.9500122070312,71034000,-0.007257646736180781,0.1699025249661856,0.13692619485729796
2026-06-29,741.0,741.5599975585938,732.0900268554688,736.530029296875,58035200,0.016340624198741247,0.18106922229559227,0.13962885685238327
2026-06-30,746.77001953125,748.02001953125,740.8900146484375,741.2899780273438,55626000,0.007756640320927922,0.18327596441238228,0.14008499740373437
2026-07-01,745.760009765625,749.4400024414062,742.3800048828125,745.0,47100900,-0.0013534198977212118,0.18313412959861847,0.14017294552345455
2026-07-02,744.780029296875,751.3099975585938,740.030029296875,747.4000244140625,57447800,-0.0013149336271025228,0.1816629275919466,0.14030810311575734
2026-07-06,751.280029296875,752.4099731445312,747.4099731445312,748.739990234375,50673300,0.008689545400113111,0.18402102752827385,0.1325889900429063
2026-07-07,747.7100219726562,750.9600219726562,745.2100219726562,750.219970703125,43721500,-0.004763225841268043,0.1579191476352543,0.13300167328088072
2026-07-08,745.4000244140625,746.1500244140625,739.510009765625,743.1599731445312,43767400,-0.003094211852910556,0.15841098695589542,0.13327359784482726
2026-07-09,751.7100219726562,751.969970703125,745.5900268554688,747.3499755859375,41441700,0.008429620706500477,0.1602242615084357,0.13296180900210297
2026-07-10,754.9500122070312,755.4199829101562,748.0999755859375,752.0499877929688,42191300,0.0043008975551764635,0.14731287219726072,0.13126848800544266
2026-07-13,749.1699829101562,753.9099731445312,748.0,752.469970703125,44013600,-0.007685633815530019,0.1403553497851455,0.13188318952662223
2026-07-14,751.8300170898438,753.3400268554688,748.6599731445312,750.9099731445312,35143100,0.003544353050495003,0.13972143713447577,0.13194722939587508
2026-07-15,754.8099975585938,755.5800170898438,750.2000122070312,754.239990234375,43844800,0.003955801420061879,0.1258725667401989,0.13014628025834565
2026-07-16,750.719970703125,754.5700073242188,747.8800048828125,752.760009765625,46409800,-0.005433351714810402,0.1255356747639698,0.13067996863398593
